timestamp,temp_ar_C,umid_ar_pct,umid_solo_pct,chuva_24h_mm,bomba_ligada,bloqueado,modo,alarme,estado_json
2026-05-26 06:00:20,23.9,67.3,52.3,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":52.3}"
2026-05-26 06:00:22,24.1,67.2,52.0,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":52.0}"
2026-05-26 06:00:24,24.3,67.1,51.7,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":51.7}"
2026-05-26 06:00:26,24.4,66.9,51.6,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":51.6}"
2026-05-26 06:00:28,24.4,66.9,51.4,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":51.4}"
2026-05-26 06:00:30,24.4,66.8,51.3,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":51.3}"
2026-05-26 06:00:32,24.5,66.8,51.1,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":51.1}"
2026-05-26 06:00:34,24.5,66.7,50.7,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":50.7}"
2026-05-26 06:00:36,24.6,66.6,50.5,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":50.5}"
2026-05-26 06:00:38,24.8,66.6,50.3,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":50.3}"
2026-05-26 06:00:40,25.0,66.4,50.0,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":50.0}"
2026-05-26 06:00:42,25.2,66.3,49.7,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":49.7}"
2026-05-26 06:00:44,25.1,66.2,49.5,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":49.5}"
2026-05-26 06:00:46,25.1,66.2,49.1,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":49.1}"
2026-05-26 06:00:48,25.3,66.1,48.8,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":48.8}"
2026-05-26 06:00:50,25.4,66.0,48.6,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":48.6}"
2026-05-26 06:00:52,25.4,65.9,48.3,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":48.3}"
2026-05-26 06:00:54,25.4,65.8,48.0,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":48.0}"
2026-05-26 06:00:56,25.4,65.8,47.6,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":47.6}"
2026-05-26 06:00:58,25.5,65.7,47.4,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":47.4}"
2026-05-26 06:01:00,25.4,65.6,47.1,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":47.1}"
2026-05-26 06:01:02,25.5,65.6,46.9,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":46.9}"
2026-05-26 06:01:04,25.7,65.5,46.5,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":46.5}"
2026-05-26 06:01:06,25.9,65.5,46.2,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":46.2}"
2026-05-26 06:01:08,26.1,65.4,46.0,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":46.0}"
2026-05-26 06:01:10,26.2,65.4,45.8,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":45.8}"
2026-05-26 06:01:12,26.2,65.2,45.4,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":45.4}"
2026-05-26 06:01:14,26.2,65.1,45.3,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":45.3}"
2026-05-26 06:01:16,26.5,64.9,45.1,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":45.1}"
2026-05-26 06:01:18,26.6,64.8,44.9,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":44.9}"
2026-05-26 06:01:20,26.7,64.7,44.6,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":44.6}"
2026-05-26 06:01:22,26.8,64.7,44.4,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":44.4}"
2026-05-26 06:01:24,26.7,64.5,44.0,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":44.0}"
2026-05-26 06:01:26,26.9,64.4,43.9,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":43.9}"
2026-05-26 06:01:28,27.1,64.2,43.8,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":43.8}"
2026-05-26 06:01:30,27.2,64.2,43.5,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":43.5}"
2026-05-26 06:01:32,27.4,64.2,43.2,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":43.2}"
2026-05-26 06:01:34,27.5,64.1,42.8,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":42.8}"
2026-05-26 06:01:36,27.5,64.1,42.6,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":42.6}"
2026-05-26 06:01:38,27.7,64.0,42.4,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":42.4}"
2026-05-26 06:01:40,27.9,63.9,42.2,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":42.2}"
2026-05-26 06:01:42,28.0,63.9,42.0,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":42.0}"
2026-05-26 06:01:44,28.0,63.8,41.8,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":41.8}"
2026-05-26 06:01:46,28.0,63.8,41.5,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":41.5}"
2026-05-26 06:01:48,28.0,63.6,41.2,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":41.2}"
2026-05-26 06:01:50,27.9,63.5,40.9,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":40.9}"
2026-05-26 06:01:52,27.9,63.5,40.5,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":40.5}"
2026-05-26 06:01:54,28.0,63.4,40.2,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":40.2}"
2026-05-26 06:01:56,28.2,63.4,40.0,0.0,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":40.0}"
2026-05-26 06:01:58,28.2,63.3,39.8,0.0,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":39.8}"
2026-05-26 06:02:00,28.4,63.2,40.6,0.0,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":40.6}"
2026-05-26 06:02:02,28.3,63.1,41.1,0.0,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.0,""umid_solo"":41.1}"
2026-05-26 06:02:04,28.5,63.0,41.4,0.279,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.279,""umid_solo"":41.4}"
2026-05-26 06:02:06,28.6,62.9,41.9,0.279,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.279,""umid_solo"":41.9}"
2026-05-26 06:02:08,28.5,62.8,42.4,0.279,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.279,""umid_solo"":42.4}"
2026-05-26 06:02:10,28.7,62.6,42.7,0.279,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.279,""umid_solo"":42.7}"
2026-05-26 06:02:12,29.0,62.5,43.5,0.279,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.279,""umid_solo"":43.5}"
2026-05-26 06:02:14,29.2,62.3,43.9,0.279,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.279,""umid_solo"":43.9}"
2026-05-26 06:02:16,29.3,62.3,44.4,0.279,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.279,""umid_solo"":44.4}"
2026-05-26 06:02:18,29.2,62.2,45.2,0.279,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.279,""umid_solo"":45.2}"
2026-05-26 06:02:20,29.2,62.0,45.7,0.279,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.279,""umid_solo"":45.7}"
2026-05-26 06:02:22,29.2,61.8,46.5,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":46.5}"
2026-05-26 06:02:24,29.3,61.7,46.9,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":46.9}"
2026-05-26 06:02:26,29.3,61.5,47.5,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":47.5}"
2026-05-26 06:02:28,29.4,61.4,47.8,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":47.8}"
2026-05-26 06:02:30,29.5,61.3,48.5,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":48.5}"
2026-05-26 06:02:32,29.5,61.1,48.9,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":48.9}"
2026-05-26 06:02:34,29.5,60.9,49.5,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":49.5}"
2026-05-26 06:02:36,29.4,60.9,50.3,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":50.3}"
2026-05-26 06:02:38,29.4,60.8,50.9,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":50.9}"
2026-05-26 06:02:40,29.5,60.7,51.4,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":51.4}"
2026-05-26 06:02:42,29.7,60.6,52.1,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":52.1}"
2026-05-26 06:02:44,29.7,60.6,52.7,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":52.7}"
2026-05-26 06:02:46,29.7,60.5,53.4,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":53.4}"
2026-05-26 06:02:48,29.6,60.4,54.2,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":54.2}"
2026-05-26 06:02:50,29.9,60.4,54.6,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":54.6}"
2026-05-26 06:02:52,29.9,60.2,55.4,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":55.4}"
2026-05-26 06:02:54,30.1,60.1,55.7,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":55.7}"
2026-05-26 06:02:56,30.3,60.0,56.3,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":56.3}"
2026-05-26 06:02:58,30.5,59.9,56.6,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":56.6}"
2026-05-26 06:03:00,30.7,59.8,57.3,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":57.3}"
2026-05-26 06:03:02,30.9,59.8,57.6,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":57.6}"
2026-05-26 06:03:04,30.9,59.7,58.1,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":58.1}"
2026-05-26 06:03:06,31.0,59.5,58.5,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":58.5}"
2026-05-26 06:03:08,31.1,59.5,59.0,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":59.0}"
2026-05-26 06:03:10,31.3,59.3,59.4,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":59.4}"
2026-05-26 06:03:12,31.4,59.2,59.7,0.559,1,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":true,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":59.7}"
2026-05-26 06:03:14,31.5,59.1,60.1,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":60.1}"
2026-05-26 06:03:16,31.7,59.0,59.9,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":59.9}"
2026-05-26 06:03:18,31.6,59.0,59.5,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":59.5}"
2026-05-26 06:03:20,31.8,58.9,59.1,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":59.1}"
2026-05-26 06:03:22,31.9,58.9,59.0,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":59.0}"
2026-05-26 06:03:24,31.9,58.7,58.7,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":58.7}"
2026-05-26 06:03:26,32.0,58.5,58.5,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":58.5}"
2026-05-26 06:03:28,32.0,58.5,58.2,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":58.2}"
2026-05-26 06:03:30,32.0,58.4,57.9,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":57.9}"
2026-05-26 06:03:32,32.0,58.2,57.5,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":57.5}"
2026-05-26 06:03:34,32.0,58.0,57.2,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":57.2}"
2026-05-26 06:03:36,31.9,57.9,57.0,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":57.0}"
2026-05-26 06:03:38,32.0,57.7,56.6,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":56.6}"
2026-05-26 06:03:40,32.0,57.7,56.3,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":56.3}"
2026-05-26 06:03:42,31.9,57.5,55.9,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":55.9}"
2026-05-26 06:03:44,31.9,57.3,55.7,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":55.7}"
2026-05-26 06:03:46,31.9,57.2,55.5,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":55.5}"
2026-05-26 06:03:48,31.8,57.1,55.3,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":55.3}"
2026-05-26 06:03:50,32.0,57.0,55.1,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":55.1}"
2026-05-26 06:03:52,32.0,56.9,54.7,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":54.7}"
2026-05-26 06:03:54,32.0,56.7,54.6,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":54.6}"
2026-05-26 06:03:56,32.0,56.7,54.2,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":54.2}"
2026-05-26 06:03:58,32.0,56.6,54.0,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":54.0}"
2026-05-26 06:04:00,32.0,56.6,53.7,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":53.7}"
2026-05-26 06:04:02,32.0,56.5,53.4,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":53.4}"
2026-05-26 06:04:04,32.0,56.3,53.3,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":53.3}"
2026-05-26 06:04:06,32.0,56.2,53.0,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":53.0}"
2026-05-26 06:04:08,32.0,56.1,52.8,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":52.8}"
2026-05-26 06:04:10,31.9,56.0,52.6,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":52.6}"
2026-05-26 06:04:12,31.9,55.8,52.3,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":52.3}"
2026-05-26 06:04:14,31.9,55.7,52.1,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":52.1}"
2026-05-26 06:04:16,32.0,55.7,51.9,0.559,0,0,AUTO,OK,"{""modo"":""AUTO"",""bomba"":false,""hora"":6,""bloqueado"":false,""chuva_mm"":0.559,""umid_solo"":51.9}"
